,total_energy_Wh,average_power_W,maxPower,t0_900,t1_900
,56580,6589.285714,11000,29,64
,23559,3054.431519,11000,28,60
,22470,3472.057687,11000,28,55
,13510,1312.53542,11000,28,70
,9380,1132.0527,11000,25,59
,23660,10832.50668,11000,63,73
,7100,7613.941019,11000,60,65
,37149,10543.70861,11000,57,72
,42041,11106.45043,11000,55,72
,6440,1783.110291,11000,55,70
,7920,3203.595506,11000,54,65
,46550,9171.409807,11000,53,74
,40651,7223.990522,11000,51,75
,15720,2739.073617,11000,50,74
,14260,3021.89781,11000,45,65
,24259,9521.631051,11000,45,56
,37240,7183.411027,11000,42,64
,36431,4407.568222,11000,38,72
,22350,2942.07986,11000,37,69
,9940,1240.604632,11000,37,70
,12220,4595.424632,11000,37,48
,5799,944.6762297,11000,37,62
,18921,2528.888064,11000,37,67
,36330,4082.40472,11000,36,73
,21960,2533.602538,11000,36,72
,22550,2424.731183,11000,36,74
,16220,2102.852204,11000,36,68
,22000,4279.693073,11000,36,57
,12170,2269.346317,11000,36,58
,36070,5405.995004,11000,35,63
,18500,5653.650255,11000,35,50
,6720,865.1122872,11000,35,67
,8990,990.512334,11000,35,72
,16780,5300.807301,11000,35,49
,5620,3630.360668,11000,35,42
,15300,2507.968309,11000,35,60
,35750,3732.165642,11000,35,74
,11610,1120.205837,11000,35,77
,13390,1621.992665,11000,35,69
,9681,2262.797039,11000,35,53
,17919,2743.753987,11000,35,62
,21480,4058.147468,11000,34,57
,28400,3125.076415,11000,34,72
,23880,7068.574248,11000,34,49
,54529,5997.873446,11000,34,71
,1390,237.0777467,11000,34,59
,4569,1200.437892,11000,34,50
,5310,1197.144289,11000,34,53
,9330,1022.403507,11000,34,71
,6180,821.9906894,11000,34,65
,18090,2030.049875,11000,34,70
,1300,150.4774766,11000,34,69
,42380,5243.427157,11000,33,67
,9720,959.6051008,11000,33,75
,32831,4050.848271,11000,33,67
,11340,1472.036924,11000,33,65
,6310,678.9610545,11000,33,71
,45850,4637.168142,11000,33,74
,21290,4331.882665,11000,33,54
,29350,3577.935051,11000,33,67
,11530,1678.107944,11000,33,61
,12271,1428.152076,11000,33,68
,26580,3780.490696,11000,33,62
,17310,1958.452497,11000,33,69
,6390,873.5806782,11000,33,63
,7919,916.6688103,11000,33,68
,26749,5300.622007,11000,33,54
,13000,1078.937661,11000,33,82
,50010,5883.529412,11000,32,67
,20180,1998.789413,11000,32,74
,4790,904.6744662,11000,32,55
,13320,3287.986835,11000,32,50
,5089,526.8418934,11000,32,72
,7100,867.6171079,11000,32,66
,19719,1869.788758,11000,32,75
,11710,1504.335724,11000,32,64
,15060,1836.39874,11000,32,66
,26150,3094.674556,11000,32,66
,37470,4750.554675,11000,31,64
,37370,4781.829814,11000,31,63
,5530,600.398094,11000,31,69
,19860,2127.350631,11000,31,69
,8620,958.7542868,11000,31,67
,10911,1751.911155,11000,30,56
,25271,3629.731886,11000,30,59
,9540,1024.674046,11000,30,69
,35420,4148.89048,11000,30,65
,15130,1556.139649,11000,29,69
,6030,692.7937703,11000,29,65
,32080,6161.002934,11000,29,51
,5700,1182.300069,11000,29,49
,57910,5434.298673,11000,29,72
,9150,984.3707976,11000,29,67
,23080,2520.644359,11000,28,66
,9650,5720.401778,11000,28,36
,10290,978.007762,11000,28,71
,34160,2978.997602,11000,28,75
,36160,4101.452472,11000,27,63
,16740,2772.79838,11000,26,51
,40400,4839.128265,11000,25,59
,12869,5367.052827,11000,59,70
,19210,6725.274725,11000,56,68
,6900,1475.585125,11000,51,71
,28070,6281.593834,11000,51,70
,8060,3487.5,11000,50,61
,18850,5359.766211,11000,50,65
,24190,5296.435957,11000,50,69
,31320,4985.496993,11000,46,72
,41181,7676.657001,11000,46,68
,26710,4571.021107,11000,44,68
,16190,2677.508269,11000,43,69
,9860,1800.182574,11000,42,65
,30371,3813.057125,11000,40,73
,17560,2461.107218,11000,40,69
,27760,4350.339544,11000,40,66
,32790,3625.986792,11000,39,76
,15551,4765.372829,11000,39,53
,17980,2768.638522,11000,38,65
,38120,6238.952537,11000,38,63
,11650,1688.677726,11000,38,66
,24960,3771.183951,11000,38,65
,11760,5945.232411,11000,37,46
,18720,2127.541356,11000,37,73
,39579,4875.261753,11000,37,71
,28111,11190.93221,11000,37,48
,28590,7463.669326,11000,37,53
,22030,2663.755752,11000,37,71
,33100,4906.530511,11000,37,65
,8840,966.0615627,11000,36,74
,11091,1735.605303,11000,36,63
,5490,694.5459657,11000,36,69
,19090,3273.818598,11000,36,60
,15900,2032.598274,11000,36,68
,14130,1730.792787,11000,36,69
,39090,6225.899217,11000,36,62
,5400,917.1974522,11000,36,60
,28640,4945.273155,11000,36,60
,16060,2091.751085,11000,35,67
,30280,3658.109333,11000,35,69
,22450,2476.254672,11000,35,72
,19940,2505.724658,11000,35,68
,7800,825.8823529,11000,35,74
,4590,1353.760446,11000,35,49
,36400,5654.612928,11000,34,61
,15120,1723.840892,11000,34,71
,5910,778.7416273,11000,34,66
,39950,4411.521119,11000,34,71
,35361,9184.012697,11000,34,51
,29270,6495.623228,11000,34,53
,37270,4218.714627,11000,34,71
,28780,5550.626808,11000,34,56
,26540,3110.966397,11000,34,69
,11220,1574.368569,11000,34,63
,10709,4372.507656,11000,34,45
,37229,4282.203336,11000,34,70
,8120,1021.098226,11000,33,66
,28140,3193.594149,11000,33,69
,9600,1210.338306,11000,33,66
,12880,1820.351759,11000,33,62
,27520,3833.017371,11000,33,63
,11450,1432.194851,11000,33,66
,8070,855.6534032,11000,33,71
,8950,1685.058313,11000,33,55
,58111,5918.621626,11000,32,73
,51680,5329.513879,11000,32,72
,33550,3307.138359,11000,32,74
,8900,956.1610314,11000,32,70
,3160,353.0287984,11000,32,69
,52650,7015.063474,11000,32,63
,11390,1318.583786,11000,32,67
,9450,1130.345217,11000,32,66
,46760,5253.276744,11000,32,68
,25630,3815.723088,11000,32,59
,32969,3455.266376,11000,31,70
,29400,4983.050847,11000,31,56
,58929,6265.894793,11000,31,70
,27840,2828.070769,11000,31,71
,10360,1221.818182,11000,30,65
,9420,1033.8394,11000,30,67
,11610,3801.018552,11000,30,43
,39060,3902.639394,11000,30,71
,13680,3222.614841,11000,29,47
,38550,4986.525817,11000,29,61
,60910,6660.267898,11000,28,66
,10750,895.2530767,11000,28,77
,41090,5482.118371,11000,28,59
,73210,5868.014428,11000,26,77
,5650,616.5130941,11000,25,62
,6020,6292.682927,11000,58,62
,20530,9710.681908,11000,55,65
,15170,2915.905815,11000,52,73
,11050,3009.304789,11000,49,65
,24140,6523.834547,11000,49,65
,9390,2089.245983,11000,48,67
,31760,10202.19506,11000,44,57
,4460,804.0865385,11000,44,67
,41670,11371.43723,11000,40,55
,65370,10474.09649,11000,40,66
,23369,7900.864012,11000,38,51
,38420,8306.029306,11000,34,54
,28000,10842.20716,11000,34,45
,18700,4830.65442,11000,33,50
,3210,3233.351987,11000,33,38
,8820,1118.973781,11000,33,65
,16020,3025.178347,11000,33,55
,36639,5025.160012,11000,32,62
,33631,11116.66514,11000,32,45
,7800,991.2104204,11000,32,65
,6450,946.9434362,11000,32,60
,7610,909.1391783,11000,32,66
,15210,1939.226519,11000,31,63
,9711,1083.783365,11000,30,67
,6490,858.307924,11000,28,60
,14881,10733.64055,11000,52,59
,26710,4552.840909,11000,46,71
,27730,5288.62047,11000,44,66
,49210,10901.23685,11000,40,59
,32030,4594.493366,11000,40,68
,19230,6391.063516,11000,39,52
,39660,5589.852008,11000,37,67
,62490,7756.309475,11000,37,70
,16369,2131.919974,11000,36,68
,18480,2155.730534,11000,36,71
,51831,5612.115014,11000,36,74
,5880,647.4186445,11000,36,73
,37840,6241.077564,11000,35,61
,17680,4540.447995,11000,35,52
,27200,3120.160597,11000,35,71
,26790,3544.041451,11000,35,66
,14840,1858.937333,11000,35,67
,10980,1351.939257,11000,35,68
,16320,1968.241206,11000,34,69
,37300,5375.285217,11000,34,63
,32340,5334.188582,11000,34,59
,36290,3991.445419,11000,34,71
,22851,2791.719551,11000,34,68
,10350,2235.28706,11000,34,53
,8000,850.6616257,11000,34,72
,24610,5880.916031,11000,34,52
,14801,4161.805827,11000,34,49
,20260,2374.991859,11000,34,69
,35589,3746.320068,11000,33,72
,6830,860.0811529,11000,33,66
,22871,7398.957584,11000,33,47
,44360,8090.78934,11000,33,56
,16450,2129.756168,11000,33,65
,10030,1238.144224,11000,33,66
,8641,852.5900345,11000,33,74
,13120,1504.826839,11000,33,69
,50170,5927.92438,11000,32,67
,8630,1367.429577,11000,32,58
,13020,3255.452146,11000,32,49
,25781,3820.66524,11000,32,60
,20300,2273.660631,11000,32,68
,9040,1226.594301,11000,30,61
,7290,735.1054592,11000,30,71
,18290,2141.129032,11000,30,65
,12570,1878.065989,11000,29,57
,22670,2221.883423,11000,29,70
,8830,877.9275298,11000,27,69
,24220,2992.586491,11000,27,60
,40380,3935.246345,11000,27,69
,30000,2864.949465,11000,26,69
,15661,1688.972769,11000,25,63
,26860,3287.0789,11000,25,58
,16920,8802.312139,11000,54,63
,45590,8730.928822,11000,54,75
,7510,3710.168794,11000,53,62
,41620,9423.98893,11000,51,70
,40480,11264.43534,11000,51,67
,14650,3899.733807,11000,45,61
,14869,4633.691136,11000,44,58
,8400,2613.881926,11000,43,57
,7280,1211.146541,11000,41,66
,28750,7867.132867,11000,41,57
,51390,11253.96922,11000,41,60
,15380,3563.622321,11000,40,59
,14899,2424.572823,11000,40,66
,11670,2881.679128,11000,39,57
,16250,4952.171337,11000,38,52
,45371,4935.803215,11000,38,76
,34930,5337.804567,11000,38,65
,9700,1618.615,11000,38,63
,7860,962.7436971,11000,36,70
,9020,1137.731684,11000,36,69
,21780,9915.022762,11000,36,45
,9949,2935.289297,11000,36,50
,14420,3823.243482,11000,36,52
,9130,1097.648945,11000,36,70
,9221,1186.02308,11000,36,68
,12191,3111.492379,11000,35,52
,16450,4580.046404,11000,35,50
,18850,2069.533394,11000,35,72
,29939,3898.730331,11000,35,67
,25470,2942.902077,11000,35,70
,22380,2534.063031,11000,35,71
,5020,4270.321361,11000,35,40
,7750,1308.384918,11000,34,59
,20790,3620.024184,11000,34,58
,28869,3771.944979,11000,34,66
,38160,3643.152647,11000,34,77
,6170,1314.008519,11000,34,53
,43940,4765.008886,11000,34,71
,14210,1618.911991,11000,34,70
,16600,2035.838387,11000,33,67
,37780,4335.192682,11000,33,69
,11770,1133.365431,11000,33,76
,25740,3522.542386,11000,33,63
,35459,3642.736067,11000,33,73
,15470,1901.529637,11000,32,66
,15110,1566.614826,11000,32,72
,44650,5886.187198,11000,32,64
,8650,882.5780121,11000,32,72
,24960,4940.128649,11000,32,53
,6811,813.9286307,11000,32,66
,8720,916.2872154,11000,32,71
,21410,2471.731392,11000,32,67
,28400,3363.37917,11000,32,66
,29620,3670.257805,11000,31,65
,13399,2529.306277,11000,31,53
,5320,652.1827964,11000,31,65
,8799,1124.432927,11000,31,63
,28299,4507.406424,11000,31,57
,8700,1038.048522,11000,31,65
,46381,4376.024741,11000,30,73
,7360,844.682479,11000,30,65
,8510,845.9711714,11000,28,69
,33509,3548.116121,11000,28,67
,21970,2283.520037,11000,28,67
,9430,1519.266055,11000,25,50
,5150,4484.760522,11000,65,71
,16670,8296.972211,11000,57,66
,9630,2222.307692,11000,55,73
,49531,11215.2714,11000,52,71
,31019,10677.7969,11000,52,64
,6540,1064.424251,11000,50,75
,6550,5431.928127,11000,47,53
,28250,4693.55732,11000,46,71
,5710,2444.814462,11000,41,52
,23160,4440.56242,11000,41,63
,9650,1344.115144,11000,41,70
,43560,5728.019871,11000,40,72
,10460,2891.499654,11000,40,55
,20490,4258.891455,11000,39,59
,8149,985.766129,11000,39,73
,18090,3816.232054,11000,39,59
,32351,5819.397392,11000,39,62
,27590,4097.017696,11000,38,66
,9640,1230.812881,11000,38,70
,17539,2116.674489,11000,38,72
,5260,1165.292308,11000,38,57
,19760,11311.17825,11000,37,45
,25651,5621.110299,11000,37,56
,47960,6236.220472,11000,37,68
,9550,1082.084855,11000,36,73
,9760,4214.971209,11000,36,46
,36920,5011.386773,11000,36,66
,5780,724.6134559,11000,36,69
,33350,4871.576385,11000,35,64
,14530,1723.719765,11000,35,70
,50229,5980.631718,11000,35,70
,17000,2136.125654,11000,35,68
,6400,675.6201982,11000,35,74
,20040,2166.096199,11000,35,73
,20320,3131.104738,11000,35,62
,40331,5405.293921,11000,34,65
,24340,2937.937972,11000,34,68
,5990,717.1744047,11000,34,69
,5510,645.9764874,11000,34,69
,18879,2489.173747,11000,34,65
,31020,3401.108607,11000,34,71
,16610,2192.658868,11000,34,65
,46939,4628.712302,11000,34,75
,3210,373.545384,11000,34,69
,12520,2136.923952,11000,34,58
,21670,2875.064495,11000,34,65
,11349,10661.89979,11000,33,39
,25541,2874.7999,11000,33,70
,22120,2147.572816,11000,33,75
,36450,4721.33271,11000,33,65
,6160,1079.491798,11000,33,57
,6240,708.1297481,11000,33,69
,36110,4862.390125,11000,33,63
,9850,1441.522013,11000,33,61
,40870,4820.364971,11000,32,67
,2060,1240.756232,11000,32,40
,32800,3151.236957,11000,32,75
,15230,1659.342655,11000,32,70
,8800,1024.347657,11000,32,67
,7060,704.0638245,11000,31,72
,10970,1253.833698,11000,31,67
,17521,1633.617363,11000,31,75
,9410,1128.184634,11000,31,65
,43720,5035.738282,11000,30,66
,12389,1426.071942,11000,30,66
,6210,771.3487217,11000,30,63
,28000,2952.807804,11000,29,68
,17641,1757.412071,11000,29,70
,8110,900.3330455,11000,29,66
,10250,992.9765076,11000,29,71
,31630,3835.618284,11000,29,63
,39710,3777.407848,11000,28,72
,26991,4615.599468,11000,28,53
,38101,3726.360401,11000,28,70
,25361,2826.613003,11000,28,65
,5640,615.2167985,11000,26,64
,14450,1640.595433,11000,26,62
,61601,6047.053691,11000,25,67
,50620,5357.401147,11000,25,63
,32080,10867.41319,11000,58,70
,39070,9981.690441,11000,51,68
,12420,2953.626635,11000,49,67
,16520,4482.025774,11000,45,61
,10710,9029.508197,11000,45,51
,24900,5638.090446,11000,42,60
,31030,3987.150659,11000,39,72
,11950,4084.306465,11000,38,51
,14810,4986.06565,11000,38,51
,18980,2824.171282,11000,37,65
,9470,1288.337994,11000,37,68
,7520,1096.254302,11000,37,66
,20170,2495.515002,11000,37,70
,26890,3594.385861,11000,36,67
,50519,6240.12352,11000,36,70
,33500,3651.336704,11000,36,74
,54919,8686.279162,11000,36,62
,31380,5438.47487,11000,36,60
,12331,1497.995546,11000,36,70
,31790,5726.208346,11000,36,59
,11699,1334.402129,11000,35,71
,25681,4297.475945,11000,35,60
,5780,901.2474012,11000,35,62
,7660,2051.633063,11000,35,51
,33341,3939.85229,11000,35,70
,7910,841.6137136,11000,35,74
,14550,1718.33481,11000,35,70
,47030,7314.152411,11000,35,61
,24110,2717.895726,11000,34,71
,48460,6006.197067,11000,34,68
,18570,2513.611069,11000,34,65
,5020,693.9292708,11000,34,64
,4320,508.6009549,11000,34,69
,26499,7463.339071,11000,34,49
,17010,2164.275111,11000,34,66
,38900,5855.739076,11000,33,61
,18231,1703.522205,11000,33,77
,35470,5028.431913,11000,33,63
,10760,2290.580096,11000,33,53
,10000,1399.961112,11000,33,63
,19351,4530.965854,11000,33,51
,18120,1997.183271,11000,33,70
,8859,1266.375476,11000,32,61
,9390,1112.302984,11000,32,67
,10740,1228.208386,11000,32,68
,21680,4721.882752,11000,32,51
,8250,866.8748723,11000,32,71
,5650,682.5961474,11000,32,66
,8949,834.6433845,11000,32,75
,24839,2877.65978,11000,31,67
,7700,810.0762734,11000,31,70
,33269,4221.65668,11000,31,63
,35580,5470.10591,11000,30,57
,31740,3503.203851,11000,30,67
,44750,4483.593554,11000,29,70
,36489,3735.012795,11000,29,69
,13500,3789.473684,11000,29,44
,7019,807.735831,11000,28,64
,23030,2321.832643,11000,28,68
,5620,681.6022639,11000,25,59
,6760,10458.10056,11000,49,53
,9670,1792.308088,11000,45,68
,9620,1669.092486,11000,41,65
,7570,11359.73322,11000,40,44
,61560,8369.816451,11000,38,68
,5690,678.9300984,11000,36,71
,58220,10060.57697,11000,36,60
,63910,8173.21492,11000,33,66
,13840,3744.75761,11000,48,64
,9270,1464.904965,11000,47,74
,8630,1698.354562,11000,47,68
,27509,4844.081393,11000,46,69
,30540,8726.406858,11000,46,61
,27400,6577.754068,11000,43,61
,20669,10530.48401,11000,41,50
,17120,2301.247106,11000,41,71
,29650,5458.450524,11000,40,63
,22550,2623.618383,11000,39,75
,44321,11189.03226,11000,39,56
,45401,6801.64794,11000,37,65
,43319,5304.908664,11000,37,71
,37020,5147.8234,11000,36,66
,4000,511.8726006,11000,36,68
,54610,7070.018341,11000,36,68
,8010,1144.967242,11000,36,65
,16630,7727.894669,11000,36,46
,46841,7372.665268,11000,36,62
,44450,5521.167581,11000,36,69
,6610,830.025463,11000,35,68
,26631,3936.908673,11000,35,63
,35190,3720.091619,11000,35,74
,47550,6359.313471,11000,35,66
,34840,3851.970148,11000,35,72
,7370,1036.730228,11000,35,64
,10931,4240.01724,11000,34,46
,36831,4504.86189,11000,34,68
,15260,1993.395987,11000,34,66
,11860,1304.650736,11000,34,72
,8760,935.3422707,11000,34,73
,19710,2234.975432,11000,34,70
,15050,3667.501523,11000,34,51
,16320,1830.565509,11000,34,70
,28459,3732.599825,11000,34,65
,31590,4235.372984,11000,34,64
,18441,4850.058445,11000,33,50
,3740,383.2730792,11000,33,73
,64171,7485.680957,11000,33,69
,10870,2437.978942,11000,33,52
,25030,4647.617083,11000,33,56
,5380,660.370282,11000,33,67
,36631,4085.494764,11000,33,70
,28800,3483.168716,11000,33,67
,17280,2621.933744,11000,33,60
,6310,1042.783694,11000,33,58
,7500,819.2990442,11000,33,70
,9800,1696.888077,11000,33,57
,8420,912.1054374,11000,33,71
,9431,936.1052138,11000,32,74
,12260,1391.293383,11000,32,69
,67900,6421.141116,11000,32,76
,45630,6626.114316,11000,32,60
,37060,5404.301859,11000,32,60
,5710,630.6488725,11000,32,69
,43290,4457.015386,11000,32,72
,16040,1705.979674,11000,31,70
,8700,914.3724637,11000,31,70
,18940,1959.310345,11000,31,71
,28521,3430.409943,11000,31,66
,9650,1215.875682,11000,31,63
,48870,7381.555761,11000,31,58
,33189,3395.583596,11000,29,69
,44470,4357.66781,11000,28,70
,10000,1121.355594,11000,28,65
,27420,3063.02169,11000,28,64
,29910,3188.03849,11000,27,65
,9040,1035.180355,11000,26,62
,9930,1212.536463,11000,25,59
,29589,8527.771996,11000,53,68
,18120,4059.746079,11000,52,71
,48170,11372.0244,11000,51,69
,28080,6392.310611,11000,51,69
,23610,9877.513074,11000,50,60
,20850,4386.395512,11000,43,63
,30100,6513.584996,11000,42,61
,38490,5456.994329,11000,39,69
,12050,2217.224636,11000,39,62
,13570,2686.833132,11000,39,60
,2060,695.9459459,11000,39,52
,19420,3043.489617,11000,39,65
,27370,7191.591855,11000,38,54
,34679,6068.066492,11000,38,62
,11560,1759.810555,11000,38,65
,7150,1317.567568,11000,38,61
,4289,747.5381264,11000,38,61
,18940,2072.462006,11000,37,75
,16661,5756.752088,11000,37,50
,12720,3463.318711,11000,37,53
,17540,5600.354767,11000,37,50
,3000,1235.273933,11000,37,47
,45351,7231.412499,11000,37,63
,17289,2666.341087,11000,36,63
,20550,2629.745486,11000,36,68
,7380,923.943662,11000,36,69
,29660,3434.968634,11000,36,72
,13120,1493.265887,11000,36,72
,24090,2961.480672,11000,36,69
,7370,754.0713372,11000,36,76
,6131,1510.822096,11000,35,53
,38531,4946.918688,11000,35,68
,8290,2235.00337,11000,35,51
,42350,5117.309435,11000,35,69
,49331,5081.740922,11000,35,75
,9930,1553.382871,11000,35,62
,18400,1878.349638,11000,35,75
,8830,1344.897614,11000,35,62
,23181,3164.761652,11000,35,65
,33779,5915.186302,11000,35,59
,29020,3626.744428,11000,35,68
,11750,1452.460255,11000,35,68
,6720,1234.726688,11000,35,57
,13000,1526.169901,11000,35,70
,19220,5598.511206,11000,34,49
,6540,789.8020798,11000,34,68
,21110,2479.154433,11000,34,69
,45480,5256.11557,11000,34,70
,9290,1811.210398,11000,34,55
,35900,4646.079735,11000,34,66
,17599,2286.656802,11000,34,66
,24389,3194.949238,11000,34,65
,8290,846.9987229,11000,33,74
,11299,1302.26989,11000,33,69
,7410,730.7291952,11000,33,75
,6570,890.2439024,11000,33,64
,6980,1200,11000,33,57
,42170,4258.162235,11000,33,74
,26650,2920.103485,11000,33,70
,16330,1695.155709,11000,33,72
,6609,988.7134309,11000,33,60
,7300,766.4265508,11000,33,72
,44480,4496.083111,11000,32,73
,43939,6276.252827,11000,32,61
,12740,1270.928589,11000,32,73
,24550,3061.945676,11000,32,65
,15260,1598.789325,11000,32,71
,26050,3236.136513,11000,32,65
,6041,731.4297245,11000,32,66
,6290,847.5819733,11000,32,62
,6650,686.0581745,11000,31,71
,19010,2042.134161,11000,31,69
,21991,2413.278464,11000,30,68
,54350,5339.045488,11000,30,72
,5200,577.5282285,11000,30,67
,8340,984.5548451,11000,29,64
,10480,1040.714995,11000,29,70
,9200,822.7958165,11000,29,75
,18180,2354.159922,11000,29,61
,20450,2266.206981,11000,29,66
,35800,4688.250273,11000,28,59
,5621,916.0939834,11000,25,51
,25169,10611.12542,11000,57,67
,12211,11338.56074,11000,57,62
,30800,6887.812151,11000,55,74
,21180,10807.65415,11000,54,63
,9230,2250.91451,11000,51,69
,20060,4184.494148,11000,51,71
,51611,11418.36283,11000,50,69
,35530,6159.788105,11000,47,71
,63501,10585.46027,11000,46,71
,44040,10780.17271,11000,45,62
,27570,4683.686471,11000,43,68
,23530,8843.094269,11000,43,54
,16081,10853.31834,11000,42,49
,23871,10744.63616,11000,42,52
,50100,6690.655488,11000,40,71
,38060,4543.573418,11000,40,74
,23930,2873.515677,11000,40,74
,25751,4090.165453,11000,39,65
,9700,1325.136612,11000,38,68
,13041,2046.003661,11000,37,64
,49730,6227.710718,11000,37,70
,23050,2535.986064,11000,37,75
,10430,3991.071429,11000,37,49
,14000,1828.803658,11000,37,69
,12300,1462.689525,11000,37,71
,14170,4851.816625,11000,37,49
,49750,8994.576135,11000,37,60
,7240,785.060241,11000,37,74
,8790,965.9045817,11000,36,73
,15640,1773.689516,11000,36,72
,65430,7166.702163,11000,36,73
,28369,4765.674288,11000,36,60
,6600,812.6132905,11000,35,69
,19000,2157.116276,11000,35,72
,14450,1755.356842,11000,35,69
,36160,4750.082102,11000,35,67
,49140,4808.741981,11000,35,77
,32681,5583.844328,11000,35,59
,15170,11046.1165,11000,35,41
,53670,6048.270465,11000,35,71
,8330,978.2098121,11000,35,70
,5009,457.3385072,11000,35,79
,9100,1296.552816,11000,35,64
,24410,7236.166008,11000,35,49
,15710,2394.817073,11000,34,62
,13800,3960.143483,11000,34,49
,22710,6218.132035,11000,34,50
,44730,4414.870867,11000,34,76
,21819,2150.714638,11000,34,76
,19290,3050.874264,11000,34,60
,7559,1290.421093,11000,34,58
,9081,1120.035631,11000,34,67
,47970,6842.267919,11000,34,63
,7870,1075.912353,11000,34,64
,18139,4863.727097,11000,33,49
,5670,810.0964401,11000,33,62
,25771,3083.167725,11000,33,68
,12770,7446.06414,11000,33,41
,5780,992.2273616,11000,33,57
,38830,3859.627809,11000,33,74
,44550,4895.604396,11000,33,70
,7840,734.5217957,11000,33,76
,8240,1253.973622,11000,32,60
,23040,3161.578045,11000,32,62
,21460,2240.928209,11000,32,71
,59640,6330.650155,11000,32,71
,10550,1028.181597,11000,32,74
,9130,1127.431139,11000,32,65
,11290,1444.503678,11000,32,64
,31430,3062.192152,11000,32,74
,9710,1084.949874,11000,31,68
,23809,2999.979,11000,31,64
,19849,5138.160639,11000,31,47
,9990,968.7794629,11000,30,72
,47000,4788.859957,11000,30,70
,22690,4752.938438,11000,28,48
,52140,9925.126904,11000,27,49
,72450,7933.205584,11000,26,64
,8930,1516.486627,11000,26,51
,23640,2440.817965,11000,25,65
,5729,661.8870347,11000,25,61
,16880,4565.246788,11000,65,81
,18630,4245.616256,11000,63,81
,6170,1289.146837,11000,60,80
,18950,3855.544252,11000,49,69
,8090,3265.022422,11000,47,58
,19750,3177.227634,11000,47,73
,23710,10416.89041,11000,47,57
,14761,2009.818457,11000,42,73
,31431,6048.300192,11000,40,61
,21660,2217.36905,11000,39,79
,15459,3012.797748,11000,38,59
,8820,1103.151166,11000,37,70
,31620,7249.060689,11000,36,55
,16909,6513.20351,11000,36,47
,21781,4854.606241,11000,35,54
,6820,1894.006017,11000,35,51
,30050,6197.296059,11000,35,55
,11450,1315.629887,11000,35,71
,15230,1804.027376,11000,35,69
,8110,983.2620483,11000,34,68
,7220,899.9376774,11000,34,67
,11500,1639.668898,11000,34,63
,40010,7336.423369,11000,34,57
,25210,3042.134549,11000,34,68
,9730,1239.534308,11000,33,66
,9501,1529.130901,11000,33,59
,6541,822.5661089,11000,33,66
,42780,7118.136439,11000,33,58
,17850,1875.711492,11000,33,72
,26220,6142.513178,11000,32,51
,5800,591.5181733,11000,32,73
,9760,1219.703544,11000,32,65
,7281,761.4338833,11000,32,71
,32930,7932.285045,11000,31,49
,25780,3028.388697,11000,31,66
,28190,3267.984801,11000,26,62
,33741,6159.614604,11000,62,85
,20620,10802.09546,11000,61,70
,38630,7330.943595,11000,56,78
,9501,3294.19243,11000,55,68
,11039,2548.441708,11000,52,70
,34850,10812.72085,11000,51,65
,20841,4665.025182,11000,48,67
,26519,9223.108878,11000,46,58
,21270,4082.751266,11000,45,66
,9450,2324.405575,11000,43,60
,23840,5585.318235,11000,43,61
,11020,2108.194282,11000,43,65
,34030,7638.132053,11000,42,61
,40080,5217.995082,11000,42,73
,7100,1008.681926,11000,41,71
,22829,3297.929374,11000,41,70
,9030,1732.097187,11000,41,63
,7590,1784.715872,11000,41,59
,9341,1384.478571,11000,40,68
,11259,1540.628682,11000,40,70
,45520,6761.511801,11000,39,67
,9120,1107.020028,11000,39,73
,27911,3347.869257,11000,39,73
,44560,6104.806485,11000,39,69
,20340,3115.782307,11000,39,66
,8580,1196.328285,11000,39,68
,15800,1987.560277,11000,39,71
,16780,3656.437262,11000,39,58
,42840,5179.299459,11000,38,72
,9470,1589.22245,11000,38,63
,32110,3808.137045,11000,38,72
,29460,8783.83303,11000,38,52
,13880,1824.981738,11000,37,69
,10470,1100.303596,11000,37,76
,40539,6033.337467,11000,37,65
,33670,11195.34497,11000,37,50
,18330,3492.167655,11000,37,59
,6781,1066.241537,11000,36,63
,3310,459.6335583,11000,36,66
,52070,7600.535215,11000,36,64
,5520,609.1968118,11000,36,73
,6480,724.8772606,11000,35,72
,29151,3725.631923,11000,35,68
,33589,7764.746677,11000,35,54
,17160,2770.472688,11000,35,61
,15400,2955.066361,11000,35,57
,14930,1760.382549,11000,35,70
,9050,1102.015965,11000,35,69
,34520,3781.056987,11000,35,72
,10649,2022.815534,11000,35,57
,23000,2293.628809,11000,35,76
,11269,1289.892213,11000,34,70
,25540,3645.533484,11000,34,63
,35440,11083.65911,11000,34,48
,13330,2223.210563,11000,34,59
,33070,4373.053188,11000,34,66
,30490,4069.101019,11000,34,65
,31240,4567.807969,11000,34,63
,44220,4560.72196,11000,34,74
,32650,4072.906199,11000,34,67
,7880,763.8331673,11000,34,76
,18010,5033.069399,11000,34,49
,10339,1394.597025,11000,34,65
,9611,940.5387773,11000,34,76
,15570,2066.814159,11000,34,65
,11369,3253.967244,11000,34,49
,10580,1353.373841,11000,34,66
,38030,4182.440276,11000,34,71
,27559,3018.785942,11000,33,71
,10130,1044.898427,11000,33,73
,20180,2319.762429,11000,33,69
,8360,1352.50764,11000,33,59
,9540,918.0923867,11000,33,75
,17730,1863.26483,11000,33,72
,43850,4400.646744,11000,33,73
,1810,4129.277567,11000,32,35
,26071,2573.430945,11000,32,74
